,comments,sentiment
18098,시댁 풍경 나오는데 이렇게 보기에 재밌고 편한 기분은 처음이네 요서로 잘 만나 신 거 같아요,
18099,저런 시부모님이면 매일 보고 싶겄네 복도 많어요 내가 원하던 시집상이었다 현실은 전원주 급 ㅜㅜ 다팔 자려니,
18100,와부모님들 좋으시다 딸 같고 좋아요저런 시부모님은 정말 효도하고 싶겠어요,
18101,꽁트보는 것 같아 요귀여운 부모님이 시네요,
18102,아너무 어머님 아버님 귀여우시다 ㅋㅋㅋㅋ 며느님이랑도 넘딸 같고 저는 보기 좋네요 저렇게 정붙이고 살기 진짜 힘든 게 시댁인데 사이가 넘 좋아 보여서 좋아요,
18103,이런 말하면 그런데 나도 하면 잘해이 말 제일 싫어 함 평소에 요리도 잘 안 해보고 남편보다 요리 못하는데도 아무렇지 않게 생각하고 노력도 안 하고 애들한테 그저 맨날 손덜가는 음식 만들어주면서 남편들이 다른 집 놀러가 서부 인 요리 잘하면 그거 칭찬하는 건 또 되게 싫어 함 그리고 남편한테 만들어주는 데로 먹으라고 함 좀 이렇게 저렇게 해봐라 조언하면 잔소리한다고 내 식대로 한다고 맛도 없는 거 만들어 놓고 맛있게 먹어주길 바람 주변에 결혼한 지 10년이 넘어도 반찬 10가지 이상 못 만드는 엄마들 태반 임맨날 사먹이고 배달해 먹고 외식하고 남편도 요리해야 된다면서 남편한테 맡기는 날도 많고 그러면서 정작 본인 요리는 노력안함 심지어 외벌이집인데도 그런 집 많음 언제부터 남자도 요리해야 되는 건 당연한 게 되었으면서 여자들이 요리 못하는 것도 당연한 게 되어버렸는지 모르겠음,
18104,진짜 딸 같네요 ㅋㅋㅋㅋㅋㅋㅋ,
18105,고부 관계 갈등은 멍청한 남편이 만든다는 얘기가 있는데 ㅎㅎㅎㅎㅎ이 집은 아주 굿굿,
18106,권재관 씨 요리하는데 주변 정리나 재료 준비할 때 너무 엉성해 ㅋㅋㅋㅋ 요리에 관심은 많고 레시피를 잘 따라해서 결과물이 나쁘진 않은데 그 과정이 너무 어설픈 ㅋㅋㅋ,
18107,보통 남자들 그게 잘 안 되더라구 요 ㅋㅋ 요리해줄게 하는데 내가 옆에서 케어해줘야 함요리는 잘하는데다 흘리고 다 벌려놓고 주변 정리 안 되고 그럼 ㅠ나뿐만 아니라 내 주변 얘기 들어보면 거의 남자들 그럼 ㅎㅎ 그냥 생물학적으로 그렇게 태어난 거여자들은 멀티가 되지만 물론 아닌 남자도 있겠지만 언제나 사바사고 전확률을 말했을 뿐 ㅎㅎ 그래도 기특해서 요리해주면 칭찬해주고 그러져ㅋ,
18108,이건 시부모님도 사람 좋을 때 며느리랑 아들도 사람 좋을 때만 가능함 넷 중에 한 명이라도 삐끗하면 저런 관계 못 나옴ㅋㅋ,
18109,정확함 미꾸라지 한 마리가 제대로 물흐림,
18110,울시 모이거 보여드려야지,
18111,그래도 반말은 아니다 나 이 차가 몇인데 아무리 편한 사이라 해도 이건 아닌 것 같다꼰 대마인드가 아니라 이건 좀 아니다,
18112,결혼 15년차 남편입니다 경아씨엄청 잘하는 겁니다,
18113,시아부지 조심스레 건넨 아쉬운 소리 하나에도 39네 알겠습니다 39하지를 않네요 사람이 없는 집불켜 있는 게 환한 게 좋아서 그런 다니요,
18114,어머님이 존댓말 하시는데 ㅋㅋㅋㅋ귀여우시 다ㅋㅋㅋ 뭘해요,
18115,보기 좋아요,
18116,이런 말 함 좀 그렁가 내 아들 외모에 저런 이쁜며느리면 저렇게 잘 해줄 만도,
18117,외모뿐만 아니라 경아씨도 원래 잘해왔을 것 같네요 저런 티키타카가 될 정도면 걍 사이가 엄청 좋으신 거외모를 떠나 서 둘 다 잘해왔을 듯 경아 씨나 시부모님이나,
18118,좀 심하네요,
18119,너무 보기 좋앗음 시 어머니 성격호탕하시고 시아버지 다정하시고,
18120,어쩜느므 좋으시다 경아 씨사랑받으시네요우와 저런 시부모님이 계시다니,
18121,유인나 닮앗음,
18122,윗사람이 괜찮기만 하다면 반말이야 뭐 ㅋㅋㅋ 친근감의 표신데 훨씬 웃어른 인조 부모님한테도 반말하는 애들 널렸다 7년간 경아님도 시부모님께 잘하셨으니 가능한 거지,
18123,5ㅣ552,
18124,권재관님인성이 어머님 아버님 영향을 받았나 봐요 ㅎㅎㅎ크으굿입니다ㅎㅎㅎ경아씨 오랫만에 얼굴 보아 서 너무 좋아요 ㅎㅎㅎㅎㅎ 정말 반갑고 ㅎㅎ 자주 나와주세요 ㅠㅠㅠ,
18125,너무 보기 좋아요 부럽다요,
18126,사이 좋은 게 중요하 지 반말존댓말이 뭐가 중요하다 곸ㅋㅋㅋ,
18127,시부모님 너무 좋으시네요,
18128,해창 막걸리시켜 먹네다른 방송에서 해창막걸리 마시더만 ㅎㅎ,
18129,딸 같다는 건 이런 거지,
18130,불끄라고 했다가 전 밝은 게 좋아요 그러니까 그 그래 밝아야 복이 들어와 이러 시네ㅎㅎㅎ시아버지 너무 스윗하시다,
18131,저도 그 부분에서 감탄 너무 현명하신 어른이세요엄지척,
18132,시부모님 정말 인성 인품이 너무 좋으시네요일 못해도 타박 없이 잔소리 없이 아들 부부 편하게 해주고 존중해주니 이 집이 평화롭죠 그러니까 며느리가 시부모님 편하게 생각하고 친정부모님처럼 대하는 듯 요 이 집 가족 모두 성격이 시원시원하셔서 부럽고 남자분들도 권위적이지 않으셔서 분위기 좋고 대화가 넘치는 너무 즐거운 우리 집이네요,
18133,며느리가 성격이 좋은 거예요저 정도면 여러분 제발 악플 달지마세요시 엄니한테 저렇거ㅣ 못할 거믄서,
18134,이런 걸로 싸울 필요 없다 재관 아니도장인 장모한테 반말로 이거 해저거해 할까라고 반말지껄이면 된다,
18135,친딸처럼 저렇게 착착 감기는데 미워할 시 부모가 있으실까 돌아가신 시어머님 생각나네요나 역시 두 저렇게 살았었는데 저가족이 행복하다면 다 되는 거지,
18136,에구늙으셔서 후회하시려 구 행복하세요,
18137,그러게 요시부모님이 지혜로우시네요,
18138,더블비님의 진심을 모르셨나 봐 요 안타깝네요 행복하세요,
18139,어른이 잘하니 집안이 평화롭고 잘 돌아가는 겁니다,
18140,울시 엄니는 저리지내고 푸다니까 딸은 딸이고 며느리는 며느리라고 선긋던데요 ㅋ 받아줘야 가능하단 게 맞는 듯,
18141,저런 시부모님이라면 여자들 다시 집간다,
18142,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아우대화가 너무 재밌엉ㅠㅠㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋ,
18143,안동권씨 하아저희 아버지도 재관님 아버지처럼 조용하 시지만 권씨 고집은 다리가 뿌러져도 안고쳐지더군 요저도 포함해 저사대부 집 안드립마저 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
18144,며느리도 시부모님 하고 살기 싫고 집에 오는 것도 싫을 수 있는데 그 두 가지를 포기한다는 것도 쉽지 않은 듯 결론은 둘 다 득과 실이 있겠죠 어우나는 아예 어머님이 오는 것도 불편하고 같이 사는 건더더욱 별로 일거 같은 데 다들 대단하다고 봄 다들 배려하는 거에 요 어느 적정선에서,
18145,이래서 집 구석에 여자를 잘 들여야 한다는 거야 봐봐 며느리가 분위기 띄우고 잘하니까 집이 화목하잖아 김경아 없었으면 저 집도 조용하니 말 한마디 없는 집이지,
18146,오시어머니 현명하시네,
18147,저집은 아들 잃고 ㅎ딸 하나 얻으 셧내과하지 않게 보기 좋내 요시부님도 편하게 대해주시고 잘 살길 바랍니다,
18148,어머 이런 시부모님이 계시네 진짜 신기하다,
18149,어머니가 경아 씨머리 넘겨주는 모습 보기 좋으다 권재관 도착하고 좋앙 화이팅,
18150,당사자들이 좋다는 데 남들이 겁나 불편해 하네 남인생에 뭘 그렇게 불편하게 보고 사는지,
18151,나도 울시 아빠랑 친정 아빠랑 같이 사는데 신랑은 친정 아빠랑 저렇게 지내고 난시 아빠랑 저렇게 지냄ㅋㅋ 편함 ㅋ사이도 좋고 ㅋ,
18152,프로개산책러엇ㅎㅎ 감사합니다ㅎ 신랑이 잘해서 늘 보고 배워요ㅎ,
18153,윤생과 일 두 분 따로 맛집 투어 다니세요 ㅋㅋ 두 분만 ㅋㅋ,
18154,독특한 가족 구성원이네요시 아빠랑 친아빠는 사이가 어떠세요,
18155,성격 좋은 어른 밑에 성격 좋은 자식이 자라는 거죠,
18156,엄청 드셀꺼같네,
18157,넘부럽고 보기 좋다 울시 엄니 결혼 초부터 남편이랑 나한테 둘 다 39야 39라고 부르는 거 싫어서 차라리 이름 부르라고 했더니 끝까지 39야 39라고 불러서 내가 포기함,
18158,시부모님이 불편해 하시는 게 아니면 딱히 상관없는 것 아닌가 굳이 보는 사람들이 왈가왈부할 일은 아닌 것 같은데 시부모님이 불편해 하시면 문제겠지만 그게 아니라면 그닥근 데시부모님이 진짜 좋은 분들이 시네,
18159,이게 리얼팩트 ㅋㅋ 이런 거가지고 딴지거는 애들이 더 예의 모름ㅋㅋㅋㅋㅋ,
18160,혹시 니가 그러니까 그러는 거 아니냐 ㅋㅋㄱ 아니면 사이 안 좋은 가ㅋㅋㅋㅋ,
18161,ㅋㅋㅋㅋㅋ 열등감 폭발하는 거 봐 랔ㅋㅋㅋㅋㅋㅋㅋㅋ,
18162,지혼자 난리네ㅋㅋ,
18163,응 이렇게 며느리 옹호하는 애들 지들 시부모 한테 반말 쓰고 있는 애들도 긴 개긴 이라고 비슷한 애들끼리 쉴드침,
18164,저희 어머니랑 저를 보는 것 같네요 ㅎ 너무 예의 차리다 보니 서로 거리감에 어색하게 지내다 20년 지나니 이제 친구 같은 고부간이 되었어요 재관 씨네 가족 참 보기 좋아 요 항상 행복한 가정되시길 바랍니다,
18165,시세상빨래하지 마시라네ㅠㅠ 저런 시부모님이 어딨어 요 정말 좋으시다며 느리도 잘하니까 그러겠쥬,
18166,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 어머님 너므 웃기 닽ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
18167,경아 씨 부러워요시부모님 복이 정말 부럽네요,
18168,우리와이프도 엄청 어려워했는데 10년 가까이 되니까 엄마 딸 ㅈ되더라ㅋ,
18169,와이프 솔직한 입장도 들어보셔야,
18170,아어머님 아버님 넘 좋으시다 느껴집니다,
18171,참 예쁜 가족이다,
18172,누구시 부모님이랑 천지차이네요동치미엔 절대 출연하지마 소물들라,
18173,헐너같이 예쁜 애를 내 아들이 마음 아프게 했구나 ㅠㅠㅠㅠㅠ너무 소스 윗 눈물,
18174,1호가 될 순 없어,
18175,솔직히 며느리를 진짜 자기 딸로 받아들이고 대하는 시어머니라면 반말하는 건 아무렇지도 않을 듯 그냥 선 넘게 예의 없는 것만 뭐라 하고 반말하고 엄마 엄마 거리는 건 딸 같아서 그냥 귀엽게 볼 것 같은데,
18176,저 할머니 귀여워 ㅋㅋ 반말하는 건 아무 말 안 하는데 건배할 때 밑으로 하래ㅋㅋ,
18177,복이다,
18178,사이 좋은 가족분들,
18179,권재관 요리 먹어보고 싶닼,
18180,우와 시부모님 너무 멋지시네요,
18181,시부모님 너무 좋으시네 요시집 잘갔네,
18182,좋은 분들 가족같이 생활하는 저런 집은 이혼이라는 단어가 정말 없다 요즘은 부모님들도에 전고 지식한 분들 없다 마쳐주고 즐겁게 사는 분들은 언제나 웃음꽃이 핀다 어떤 부모님이 그러더라 몇 년을 산다고 싸우냐고 사랑하기만도 아까운 세월이라고 그런 분들은 다답이 정해져 있다 몇몇 분들 때문에 좋은 분들이 욕먹는다 좋은 사람이 아직 많다 대한민국은 영원히 이혼 없이 사랑하세요,
18183,시어머니 며느리케미가 친딸 못지않으시네요 아버님도 젠틀맨이세요,
18184,시어머니랑 김경아님이랑 닮은 것 같아요 ㅎㅎ보다 보니까 ㅎㅎㅎ 좀 닮으신 듯 ㅎ,
18185,지율아 엄마 아빠한테 돈 많이 벌어놓으라고 해ㅋㅋ 그래야 너커서 이 뻐질 수 있다고,
18186,ㅠㅠ 저런 시부모님이면 진짜 행복할 듯 딸 같은 며느리라는 말 싫어하는데 저런 고부관계라면 진짜 딸 같은 며느리라 할 수 있을 거 같다,
18187,사랑스러운 가족이네 요시부모님 마인드가 너무 훌륭하세 요 저희 시부모님은 말만 딸 신랑이 부엌에서 설거지만 도와줘도 난리였는데 정말 마인드가 남다르신 거 같아요,
18188,아름답구려에 휴안동이라나도 묻었는디 잘 보고 갑니다,
18189,게다가 나이드셨는데도 정신이나 체력적으로 건강하신 게 며느리 입장에서는 진짜 복이다,
18190,삼삼삼너갇은 서민들은 돈이 조또 없어서 돈을 더 중요하게 여기는 거 아니었노,
18191,건강한 게 최고죠,
18192,맞아 여건강하신 게 진짜 최고 최고 최고임아프시면 어찌됐든 며느리고 생인 경제력 있으셔서 며느리병 수발받을 필요 없다 해도 그래도 매일매일 걱정하며 신경 써야 하니,
18193,지율이 가 할아버지랑 똑같게 생겼네요 ㅎ,
18194,아무리 친해도 반말은 아니다 누구라도 보고 불편함을 느낀다면 한국은 아직 인거야 왈가왈부하는 거 자체가 아니라고,
18195,그건 맞아요 ㅎㅎ 근데 전같이 합가해서 살다 보니 저분들이 해가 가서 요 처음 12년은 존대하고 격식했는데 어느 샌가 그게 더 불편하더라구 욯그렇다구 아예 반말은 아니고 저렇게 하긴 하는데 ㅎ아마 방송이라 더 격 없게 하지 않았을까 싶어요 ㅎㅎ,
18196,서로가 그게 더 편하고 좋은 거면 된 거죠 격식 갖춰 대하니 싫어하셨다고 하잖인요,
18197,약지발가락 항상 예전 것과 새로운 것 변화는 자연스러운 거고 필요한 거지만 옳고 그름을 따졌을 때 제 생각엔 반말은 아닌 거 같은데요,
18198,카카 진응,
18199,그래서 뭐냐 친정 엄마하고는 다른 거 같아 요 부모님을 제외하고 이 모든 고모든 시부 모든 반말은 아무리 생각해도 우리 정서에 예의에 어긋나는 거 같습니다,
18200,진짜 둘 다 저러기 힘든 데 며느리 편하게 대해주는 시어머니나 집에 시어머니드나 드는 거 안 불편해하는 며느리나 둘 다 너무 보기 좋다,
18201,권재관이 정말 중간에서 욕받이 되며 시어머니와 며느리 관계에 정말 좋은 가교 역할을 해주네권 재관이 저렇게 안 했으면 저런 관계 유지되기 힘듦,
18202,진짜 고부관계는 남편 들 몫이 5할 이상임,
18203,ㅇㅈㄹㅇㅠ,
18204,역시 재관둥이네요,
18205,인정ㅋㅋㅋ,
18206,와 시부모님 너무 좋으시다 부럽,
18207,남편 시어머니 같아 ㅋㅋㅋㅋㅋ 아내는 시누이 같고 ㅋ,
18208,아버님 인상이 너무 좋으심 어머님도 잘 이해해 주시고 아내 분도 성격 좋으시고 권재관도 말만 저렇게 하지인정 많고 대박 나시길 바람구복님 ㅋㅋㅋㅋ,
18209,시비충 2닉 값하네 댓글에서도착한 척 좀 해라,
18210,에서나 도착한 척쌉 가능 그래서 니들 같은 개 돼지들이 세뇌가 잘 되는 거임,
18211,ㅋㅋ이게 맞음 서로 잘하니깐 아옹다 옹사는 거지 경아 씨가 잘했네 못했네 재관씨가 잘했네 못했네에 휴ㅉㅊ,
18212,이런 집안이 화목한 거지 욕할 거 하나도 없다,
18213,아버지가 쥰내 스윗하시네ㅋㅋㅋ,
18214,안귀자 ㅔㅔ,
18215,아버님 넘쑥스러 하시는 거 같으요,
18216,들은 출연자 욕먹으라 밀어주는 역할인가ㅋㄱㅋㄱㄱㅋㄱㅋㄱㄲ 반말집마다 다른 거고 관계가 다를 텐데 자기들 입장만 보고 꼬투리 잡고,
18217,아버님이 미안하다고 하셨다는 거 보고 울컥하네요 ㅠㅠ 재벌가에 시집가는 것보다 이런 집이 훨씬 좋다 너무 너무 부럽다,
18218,우리 쎰니같네ㅋㅋ 너무 좋다,
18219,친정엄마처럼 편해 보인 다오홍,
18220,세상에나 저런 시부모님이 계시구나 권재관 장가 잘 갔다고 생각했는데 김경아가 시집 대박 잘갔네 마라시어머니 계속 출연해 주세요,
18221,나의 시어머님 두 넘 좋은 분이셨는데 돌아가신지 3년 시골가기가 싫다 어머님 안 계셔서 늘 내 편들어주시든 어머님 친정 엄마 돌아가시곤 엄마라고 불렀고 어머님과 같이 자고 어머님 때문에 살았는데 난 복받은 사람이라고 시집온 지 32년 손녀 하나 있는 거 결혼하는 것도 못 보고 어머님 보고 싶어요 너무나 그리운 시어머님,
18222,저희 시어머니도 항상 며느리 편들어 주시고 만나면 사랑해라고 안아주시고 저 두 어머니 돌아가시면 넘 힘들거 같아요,
18223,아이공ㅠㅠ 어머님 때문에 살았다니 제가 다 먹먹하네요,
18224,아이런 어머니 너무 좋아 ㅎㅎㅎㅎㅎ 우리 어머님도 너무 좋은데 ㅠㅠ,
18225,시어머니와 며느리가 다정하게 아들 디스ㅋㅋㅋ,
18226,구복이 ㅋㅋㅋㅋ재관이 보다 구복이라는 이름이 더 찰떡임ㅋㅋ,
18227,보기 좋다,
18228,시댁은 며느리 편처가는 사위 편들어주는 게 평화 의 지름길 임ㅋㅋ 부모 자식 간은 싸워도 편하게 할 말 할 수 있고 금방 풀리니까,
18229,우리집 남의 편도 그래요 ㅠㅠ 아오콱,
18230,맞는 말씀이십니다,
18231,우린 친정 엄마가 사위 편드니 싸울 때 이용하던데 ㅡㅡ어머니가 자기 편드니깐 자기가 잘하는 줄 ㅡㅡ,
18232,정답 ㅎㅎ 시댁에서는 아들이 어리광 부리면서 욕받이 되어주고 처가에서는 딸이 어리광 부리면서 사위 띄워주고 ㅎㅎ 그게 서로 서로 좋은 거죠 ㅎㅎ,
18233,유쾌하고 행복한 가족이네요,
18234,시부모님도 반말하는 거에 아무 말 안 하시고 좋아하시잖아 왜 제3자가 끼어들어서 반말하지 말라면서 훈수 두는 건지 모르겠네,
18235,부러워서,
18236,그러게 요ㅋㅋ 프로 불편러치고 본인은 잘하는 걸 못 봄,
18237,프로 불편러들 많으심,
18238,맞아요 ㅋㅋㅋ어른들이 은근 저렇게 반말 쓰면 거친 근하게 구는 거 좋아하던데 ㅋㅋㅋㅋ,
18239,확실히 아버지가 다정하고 살림 잘 살아야 한다 그래야 자식들도 보고 배운다,
18240,저희 시댁도 어머님이 무뚝뚝하시고 감정 표현 잘 안 하시는 편인데 아버님은 세상 스윗애들한테도 뽀뽀하시고 놀아주시고 안아주시고 80다되가시는데 아직도 어머님께 애정표현 많이 하시고 어머님 급머쓱ㅎㅎ 그래서 그런지 저희 남편도 엄청 세심하고 다정한 편제가 무뚝뚝한 게 함정이네요찐 경상도 아부지 밑에서 자라서 첨에 시댁 분위기 무엇했다는,
18241,인정이에요,
18242,이거 진짜입니다 저희 시아버지께서도 가정적이시고 살림 잘 하시고 애기들 엄청 잘 놀아주고 하셨다는데 저희 남편도 그래요 ㅎㅎㅎ그래서 결혼할 때 집안 분위기 집안 어른들 보라고 하는 것 같아요,
18243,진심부럽다복도 많다 남편이랑 본방봤는데 우리 남편 아무 말도 못함자기도 아는 거 다 본인 부모랑 많이 다르다는 걸,
18244,저도 추가 요ㅋ 오늘 보여줘야지 ㅋㅋ,
18245,힘내세요 이름이 같네욬ㅋㅋ,
18246,저분들이 어르신의 정석인데 흔하지 않고 무지하고 못난 쭈구리들이 더 많으니 많은 며느리 분들이 힘들고 맘고생하고 불행한 거죠,
18247,여기 하나 추가요,
18248,오죽친 하면 반말로 대화하겠습니까 듣는 사람은 불편하다 안 하는데 댓글보니 엄한 사람들이 불편해 하네요 시부모님이 좋은 분들이라는 게 이 짧은 영상에서도 느껴져요 지금처럼 이렇게 친하고 돈독하시길 정말 보기 좋은 가족이네요 이런 가정의 모습이 방송에서 더 많이 보여지길 바랍니다,
18249,니들이나 잘 하시게 요 남에 집은 그런 갑다 하시고 잘 굴러가니,
18250,저게 불편한 거보면 사이 좋은 거질투하는 거나 형식적인 것만 따지는 전형적인 꼰대일 듯 오은영 교수님이 그랬죠존댓말을 쓴다고 상대를 배려하거나 존중해주는 게 아니라고,
18251,너무 보기 좋네요,
18252,듣는 분이 괜찮은 거면,
18253,부럽 다진 정두 분 어르신의 사랑 마음 깊이 따뜻하신 분존경합니다 건강 하세요,
18254,아들 부엌들락거리는 것도 저 연세 어르신들은 싫은 티 많이 내던데 김경아 시집 잘갔네,
18255,맞아 요장난으로라도 아들 본 명 부르며 놀리는 꼴보는 저 연세 어르신들이 어딨겠어요 얼굴씨 뻘게져서 노발대발하지 ㅎㅎ,
18256,우리 집은 울엄마 언니나 새 언니 편 먹고 오빠한테 뭐라 하는데 ㅋㅋ 비슷하네,
18257,부럽 다ㅜㅜ,
18258,진짜 안동 권씨 집에서 저러기 쉽지 않은데 ㅋㅋㅋㅋㅋㅋㅋㅋ시어머니가 성격이 시원시원하시넼ㅋㅋㄱㅋㅋㄱㅋ,
18259,저게 어딜 봐 서비아냥거리는 거예요 그 정도로 피해의식 가지고 계시면 일상생활하기 너무 힘드실 꺼 같은데요 숨은 의도 파악 실패라 뇨ㅋㅋㅋㅋㅋㅋ 혼자 상상으로 내용 추가를 너무 하시는데 그렇게 본인이 글에 개입하셔 서 비문학 푸시면 점수아작나 죠딱히 비문학 점수 좋아 보이지 않는데 충고받고 싶지 않네요 그리고 오해하시는 거 같은데 학생 아닙니다,
18260,꽝 조사 본인도 39 말의 시작이 그리온건하지 않았다 39고자백하네요 ㅋㅋ 애초에도 39 이런 말하기 우습지만 39이라고 했는데 남들이 유머로 받아들이지 못할 39우스운 39 말은 아끼는 겁니다,
18261,컁크롱 언어독해 능력을 기르셔야 합니다 겉으론 집안 따지는 게 무슨 의미냐고 하지만 결국 권재관씨 집안을 비아냥거는 게 목적이 죠 39 이런 말하기 우습지만 39이란 자기의 행위에 대한 선방어적 태도 자체가 비난을 받을 얘기라는 걸 본인도 의식하고 전제에 깔고 있죠 생각해도우스운 얘기죠 어떻게든 잘 사는 연예인 가족 눈꼴 시리니 비난하곤 싶고 그렇다고 열등감 있어 보이긴 싫고 결국 빙빙 돌려 얘기한 걸 그쪽은 39 글쓴이의 숨의 의도 39파악에 실패한 겁니다 수능 비문학 독해 함정 문제에 잘 나오죠 결국 논지는 양반이니 상놈이니가 아니라 남의 집안일에 신경 꺼라,
18262,꽝 조사님 댓글을 전혀 이해 못하시고 이상한데 꽂히신 거 같은데요 꽝조사님이 집안 족 보 이런 거 따져야 된다고 하는 게 아니잖습니까 현대사회에서 양반상 놈 나누는 타령할 필요가 없다는 게 댓글의 요지죠 그리고 붕당 정치가 나라 말아 먹은 것처럼 생각하시나 본 데이게 일제 강점기의 영향을 받아서 망할 수밖에 없던 나라였다라는 교육을 받았던 거예요 요즘은 그렇게 생각안합니다 당시에 그만큼 발전된 토론과 균형을 맞춰서 정치한나라들이 거의 없습니다 모든 사람이 아닌 흔히 양반들 끼리의 정치였단 부분이 가장 아쉬운 부분이죠,
18263,뉸누난 나제가 말하는 재주가 서툴러서님처럼 간략하게 쓰질 못했네요 제과실입니다,
18264,마라맛재관 너무 재미있어 요경아씨가 잘하니까 시부모님도 저래 잘해주시는 거겠죠 너무 보기 좋아요,
18265,참 보기 좋다 저집,
18266,근데 따지고 보면 권재관님도 안 좋은 쪽으로 안 빠지고 자기취미 생활하면서 말썽 안부리는 스타일이지 ㅋㅋ,
18267,돈을 다 까먹음 그만큼 버나,
18268,이런 가족이 좀 더 많이 방송에 나왔으면 좋겠다 허구헌 날고부갈등 이런 거 그 만나오고 방송도 영향력이 얼마나 큰데 저렇게 서로 도우니까 보기 좋음ㅠ,
18269,저런 집도 많은데 분란 있는 집 위주로만 너무 노출됨 ㅜㅜ,
18270,진짜 왜 자꾸 싸우는 모습 보여주고 자극적으로 갈등 조장하는지 미디어에서 그런 거만 부각시키니까 결혼에 대해 안 좋은 선입견을 갖고 바라보는 사람들도 늘어나게 되고,
18271,절대 없는 거꾸며 내서 나오는 게 아닌데 ㅋㅋ,
18272,웃긴 게 저런 가족이 드물단거 임대부분이 사이가 안 좋으니 그런 가족이 방송에 더 노출되는 거지,
18273,정말 맞아 요동치미 같은 프로에서 며느리 일 때는 시어머니 흉보고 시어머니 되서며 느리흉 보고 얼마나 꼴 보기 싫던지 저렇게 시부모와 정말 친딸처럼 지내고 습관에서부터 집에 들어오자마자 시부모가치워주고 한다는 자체가 정말 놀라움,
18274,저런 시부모님 만나고 싶네요 ㅠㅠ,
18275,예의 없이 반말하는 거랑 친근감 표시로 말꼬리 자르는 거는 다르지 후자는 붙임성 좋은 거임,
18276,예의 없는 반말이나 친근한 반말이나 둘 다 걍반말이 지 반말에 급이 있나,
18277,저분들이 괜찮으니까 하는 건데 우리가 말해서 뭣함,
18278,존댓말 하면서 맨날 뒤에서 욕하는 사람들보다 훨씬 낫다 ㅋㅋㅋ 7년 같이 살아서 진짜 딸처럼 해주시는 거 같은데 보기 좋음,
18279,당사자만 좋으면 되는 거죠 말 예의 있게 하는 것도 중요하겠지만 그보단 진심으로 생각하는 마음이 제일 중요한 것 아닐까요,
18280,아부럽당,
18281,우리 집에서도 며느리흉은 금지입니다 좋은 시어머니는 좋은 며느리가 만들기도 하더라구요종종,
18282,이 집 좋음ㅋㅋ재관스탈 넘좋음 시부모님들도 좋으시네요,
18283,좋으신 시부모님 덕분에 권재관 씨 다시 보임 요ㅋ,
18284,구복 잌ㅋㅋㅋㅋㅋㅋ귀여웤ㅋㅋㅋㅋㅋㅋㅋ,
18285,진심으로 부럽 구 행복해 보여 기분이 좋아요,
18286,부러워요 진짜,
18287,남편복은 없고 시부모님 복이 있네요,
18288,나의 친정 엄마 아빠를 보는 듯,
18289,ㅋ동치미에 나왔던 그 고약한 시어머니들과 비교되네 요시 어른들도 좋지만 며느님도 어른들 사랑을 있는 그대로 받아들임이 예뻐요시 어른들도 좋고 며 느님도 딸처럼 사랑스럽네요,
18290,그 시어머니들도 좋으면 나쁜면 있겠죠 ㅋㅋ 다만 그런 프로니까 그런 얘기만 하는 거지,
18291,맞아요오정태 엄마 보면서 참할 말이 없더라고요,
18292,저시부모님들은 진정한 어르신들이 고 동치미에 나온 못된 쭈구리들은 그냥 쭈구리들,
18293,같은 하늘 아래 비슷한 연배여도 사람들이 어찌 이리 다를까 요동치미에서 대놓고 며느리는 인간도 아닌 짐승노예급으로 취급하던 고약한 시부모들과 너무 비교돼 요 이런 걸 보니 더 곱게 살아가고 싶네요,
18294,근데 시부모님이랑 며느리랑 닮았엌 ㅋㅋ딸이라 해도 믿을 듯,
18295,ㅎㅎ 그래도 반말은 하지 마세요,
18296,그냥 가던 길가세요쪼개면서 남의 행복한 가정에 배놔라 감 놔라 하지 말고 ㅎㅎ님 같은 사람들이 논란만드는 거에 요 ㅎㅎ,
18297,당신이 뭔데,
18298,시어머니가 괜찮으시다는 데 뭔 상관이람,
18299,김원효는 장모님 이름 부르고 반말하고 그러던 데다 들 저건 남편 엄청부럽다고 하던데 ㅎㅎ,
18300,왜 여보기 좋은데 ㅎ,
18301,부모님이 정말 좋으시네 요웃다가요,
18302,시부모님이 좋으십니다,
18303,아이고 예쁘 신 분들 ㅠㅠ,
18304,따수우셔서 눈물난 다잉 그만큼 양가 부모님께도 두 분도 잘 하시겠죠,
18305,너무 닮았어요 진짜 모녀 지간 같아요,
18306,행복해 보여 ㅎㅎㅎ,
18307,부모님 너무 좋으시다,
18308,사랑스럽고 부럽네요ㅎ,
18309,1호가 원년 멤버들 일상이 잼나는데 ㅠㅠ,
18310,저 정도면 남편이 우리 시 엄마 아들인 느낌인데,
18311,세상에 저렇게 좋은 시부모님도 계시는구나 진심으로 며느리를 배려하시는 게 느껴져서 부럽네요,
18312,그냥 시부모님도 경아님도 다 좋은 분들이라 가능함 누가 먼저랄 게 없음,
