comments,sentiment
저런 십색기들은 되값아야 국룰이지,1
쓸때없이 꼬여있는줄이 니인생보다 나을듯ㅋㅋ,1
니인생이 꽈베기마냥 꼬여있던데ㅋㅋㅋㅋ,1
니같은 계정 파는 거지쉑들에겐 이유가 있다,1
이런 소리는 그쪽부모님이 차에치일때하는소리지,1
반대하는 사람 없지?ㅋㅋ<br>나는 무조건  찬성이다<br>왜냐하면  법이 좃같다,1
병신들의 성지ㅋㅋ,1
님이 찐따인걸 왜 유튜브에서 그래요,1
역시 유명해지니까 ㅈ랄하네,1
개돼지들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ대중은 진짜 개돼지임 옛날에 화영 사건 기억 안남?? 몇명을 보냄 ㅋㅋㅋㅋㅋㅋ,1
인성씨레기들ᆢ,1
사실이라면 남대문 앞에서 공개사살 해라,1
개돼지들ㅋㅋ,1
서신애 존나 실망이다. 인스타에 그럴사한 메시지만 던지고. 자기 이미지가 중요하면 가만히 있던가. 저격하고 싶으면 아싸리 글을 쓰던가. 개 역겨움. 저거땜시 배우인생 완전히 끝난거임,1
오바 존나떠네 서수진이 애를 줘팬거도 아니고 집요하게 한명만 골라서 따돌리고 돈뻇고 줘팬거도 아닌데 한번뿐인 학창시절을 피멍으로 이지랄 ㅋㅋ 그리고 서수진이 올린 마지막문단에 사생활로 심려끼쳐드려 미안하다고 대놓고 써놨는데 지 쳐보고싶은거만 보는 꼬라지,1
전라도출신 정말 사회암이다,1
"도대체 사회생활하는 성인들끼리 뭐하는 짓이래... 김병만 정말 생긴데로 노는 드러운 인간쓰레기인거야 말할것도 없지만, 신고안하고 당한 사람들도 문제가 없지않아있음.",1
눈깔을 ㅎㅘㄱ,1
김병만 딱 봐도 군기 존나 잡게 생겼어,1
근데 김병만이 고소하는 인간들이 왜 한 놈년도 없냐  이 인간아 ???????????,1
대체 왜 때린거야? ㅋㅋㅋ<br>왜? ㅋㅋㅋ 미쳤어!!! 매장시켜야해<br>저런사람이 대상이라니....,1
땅꼬마와 슈퍼돼지. 그리고 딸띠리 ㅂ신. 화이팅,1
저거  찔찌리아닌가... 잦밥찔지리..,1
저런븅찐따가...하하...,1
김용호에서빵터졌다 김용호자체가똥인데누굴제보해 ㅋㅋ,1
개  떵같은  소리  쳐하고  있네  ㅋㅋㅋ 그냥 미키유천 2다   헛소리 하지마라,1
전라도가 전라도 했네..,1
욕먹으면 꼬추가 막 빨딱빨딱 서?? 욕먹으면서 쿠퍼액 질질 세어나오지? 니가 이렇게 된건 니 잘못이 아니란다.<br>사회적 약자를 제대로 케어못한 우리 사회잘못이지. 힘내서 살련,1
전라도는 걸러야지 폭동이다,1
참 희안해 경상도가 경상도 했네 글쓰면 보통 다 넘어가든데 일베 대구 벌레새키들 댓글작업에 전라도 전짜만 읽어도 무의식중에 까는 댓글로 인식하니 난 진짜로 별뜻없이 쓴건데말이지..,1
딱봐도 꼬라지가 그렇게 생겼네,1
효린은 기억이 날때까지 숨어 살아라! 그 얼굴 그 목소리 소름끼친다. 청소년들에게 학교폭력이 범죄임을 반드시 심어줘야 한다. 학교 폭력 당한 기억이 난다. 맞고 뻿기고 얻어맞고 어른이나 공권력에 도움을 청할 수 있는 생각의 폭이 안되었으니 그땐 그렇게 당하고 살았지. 기억이 안나냐? 날때까지 집에서 나오지마라. 구역질 난다,1
ㅋ학폭  폭망가즈아ㅋㅋㅋ 개년이아닌척하기는,1
"깡패년이 반성은안하고  하는짓거리가,<br>티비나오지마라  넌,이제 끝낫다.<br>깡패<br>똥걸레들이 연예계에 다모였나보네",1
착하게 산다고 배에다 십자가 문신을 커다랗게 새겨놓고 <br>목사 앞에서 자랑하더니 이 이중인격자. <br>예수쟁이가 거의 그렇지.,1
우리애도 학폭에 시달려서 그런가 너같은년들보면  치가떨리고  가면쓰고 착한척하고 티비에나오는거보면 이제 사람들  티비그냥 다른데로 돌려버릴거야   그래서  사람은 죄짓고 살면안되는거라고   니가  죄짓고산거 그대로 다 돌려받을거야,1
효린너도 가수은퇴해라  미친년아,1
저런짓을하고 뻔뻔스럽게 연예인을하려고해?효린생긴것도  딱 열라잘때리게 생겻잔아...진짜  못땐짓많이햇네3년 내도록 당한애들이 도대체 몇명이야?목격자도 꾀된다매? 빼박이네?오래된일이라  기억이 선명하지않다?말하는꼬락서니봐라  효린   쟈  하는짓거리  댓글지우고  영  개양아치네,1
목소리가 걸걸한게 학창시절 담배 종나 폈나보네,1
ㅅㅂㄹ.😡😠😬,1
천하게 생긴대로네..,1
썽깔 깊은 쌍판데기.<br><br><br>ㅋ<br>학교 폭력 진실.<br>ㅋㅋ<br>ㅋ,1
양아치 년  이었네,1
만약 사실이라면 효린 이년은 완전 악질이다.,1
참으로 웃기는 대한민국이네.  나라가 왜 이래 개판 오분전이니?  이게 다 대통령 책임이지.  문등신 시키와 좌좀들의 탓.  ㅊㅊㅊ,1
여자 만날때 광대뼈 튀어나온  여자 절대로  만나지마라.  십중팔구 성질더럽고 기 존나게  쎄다.  조심  명심하세요,1
효린은 학창시설 일진출신이다 인천에서 누구나 다아는 사실 딱봐도 애가 놀았을것같자네,1
아 맞춤법 존나 극혐,1
학폭가해자들 술. 담배 남녀섹스도 기술자들입니다,1
"학교 폭력에 대해 처벌이 솜방망이니 이런듯, 그리고 저런 놈들 보면 대부분 대깨문 ㅋㅋㅋ",1
제발 닥치고 get out  진짜 꼴보기실타,1
인정 ㅋ 난 널 때리는애 넌 죽을때까지 주댕이를 잘못놀려서 매만 처맞고 사는애 끝.,1
좌뽤들 광대 기생들 체계적으로 잡내,1
지랄이 풍년인 2019,1
"성폭력 미투 쓸더니, 이젠 학폭? 아주 나라를 힙창내는구나.",1
때린 년은 몰라도 맞은 사람은 평생 기억하지 딱봐도 껌 좀 씹었겠네,1
조까고있네 맞은 새끼 창피한줄알아야지ㅋ 얼마나 부적응자 같으면 욕하는것도아니고 때리냐ㅋㅋㅋㅈㅋㅋㅋㅈㅋㅈㅋㅋㅋ,1
또 뭘 덮을려고 어설픈좌빠리 언론을동원해서 떠드는지 조만간 밝혀지겐네 ㅡ 하여튼 요것들은 뭔가를 숨기고싶을때는 이슈를 만들던데ㅡ 꾸리꾸리하다 👊,1
"난 이사람 처음봤을때부때 눈빛이 안좋다생각했음 신체가 약했으면 여자때리거나 변태느낌, 신체가 강하니 친구때린듯",1
개쓰레기. 완전. 사이코.  어마어마한. 사기꾼<br><br>아웃!!  인생. 쓰레기.  <br>얼마나. 학생 시절을  더럽게. 살았으면 <br>친구들이 이를 갈았을까 ~. <br>결국 천벌. 받은. 것임,1
학폭가해자는 손모가지를 부러뜨려서<br>병신을 만들어 놔야 주먹도 <br>못쓰고 못괴롭힘<br>학폭가해자들은 소모가지든 다리든<br>부러져서 병신되면 더이상 피해는 없을거같다,1
일진이 아니라<br>인간 개쓰레기<br>저녀석 부모얼굴도 공개되야한다.,1
일진이 드라마 주인공 ....정말 화가 난다 씨발,1
묻지도 따지지도 않고 수신료 뜯어가는 양아치방송국 개뷔씨가 개스팅한 연예인도 양아치 인건가? 서로 강하게 끌렸나 보네 ㅋㅋ,1
일본가서  배우하세요.포르노배우....딱이다!,1
계속 욕먹고 더 고통받아야한다고 하는데 이런새끼들은 관종일 경우가 많기 때문에 그냉 무관심 냉대 불매 만으로도 고통받습니다 애가 나오는 드라마 모두 보지 마시고 광고ㅜ제품도 사지않으면되요~ 그리고 지수가 누구지??이런것만으로 죽어갑니다,1
난 처음보는데 저 새끼는 인상에 딱 써있네. 학폭 가해자라고. 눈깔이 아주그냥,1
생긴거만 봐도 그냥 나쁜 놈인데 어떻게 연기자가 되었지? 의문일세..,1
도봉순 나올때부터 관상이 ㅈ같았는데ㅋㅋㅋ,1
"지수 애비, 애미를 공개하라. 악마를 낳은 애미, 애비가 궁금하다.",1
앤 진짜 은퇴 해야겠더라 잘가라 인간쓰레기,1
1.여중생 성폭행 비디오 찍고 친구들끼리 돌려봄<br>2.맛없는 반찬나오면 씹던음식 친구들한테 뱉음<br>3.급식이모님들한테 쌍욕<br>4.동창생 강제자위행위시킨후 정액 얼굴얼싸<br>5.폭력<br><br>이새끼는 빵에 있어야될거같은데,1
생긴거부터 일진,1
동급생한테 자*까지 시키고 얼*까지했다는데 여지껏 밝혀진 학폭사례중 최고 악질인 새끼임 <br>모두 사실로 밝혀질 경우 매장시켜야 한다,1
아니거든?  그렇게 퍼트리는 개자식들이 더 악질이다  그걸 믿고 쉽게 동요하는건 아메바 ?,1
지수는 생긴거 봐라... 도봉순 때  발연기로 오글 거려 못봐주겠던데  뒷배가 있는거냐??,1
짜져라. 지수 범죄자새퀴,1
관상학적으로 저런 새끼는 반성같은거 안 함 그냥 매장시켜 버려라 피해자들이 그걸 원하고 있을듯 ㅋ 갱생할 새끼면 어느정도 쉴드가 있기 마련인데 저 새끼는 얼마나 악랄했는지 쉴드글 1도 안보임ㅋㅋ,1
관상을보니 애들참 잘 괴롭히게 생겼네..,1
얘는 생긴것자체가 비호감이다.인생 개쓰레기처럼 살앗네,1
학폭한놈들 싸그리 족쳐라 시발년놈들 카악퇘,1
다 뿌린대로 거두는거다...<br>학폭양아치 딴따라ㅅㅋ들아<br>변명따위 필요없다.  그 자리에서 떠나라,1
개 호로 잡놈 새끼구만<br>이제 연예계 퇴출하고 한국에서 쌍판대기들고 어찌 살아갈래?<br>병신육갑을했네 ㅋㅋ,1
개 뻔뻔 ㅋㅋ 쌩양아치 수준이던데 연예인 할 생각을 어떻게 하지?,1
딱봐도 ㅈㄴ 일찐처럼 생겼는데,1
지수는 눈매가 않좋더니만 <br>..ㅉㅉ,1
"저놈 학폭 수준 &quot;남자애들끼리 강제로 자위 시키고 정액 먹게 했다&quot; <br>&quot;식판 엎어버리고, 그걸 치우는 식당 아줌마에게 쌍욕했다&quot;<br>&quot;교실뒤 쓰레기통에 오줌을 싸면서 내가 안치우니까 괜찮아라고 말했다&quot;",1
케빙신이 빙신짓거리로 국민세금을 일진년놈들한테 지급한 꼴임. 빙신새끼들이 많긴 많구나 케빙신에는,1
이 분은 딱봐도 인상이...,1
생긴 상을 바라 특히 눈 주위<br>어떤상이냐 조가튼 상 이다,1
저런 쓰레귀는 빨리 치워라. 짜증난다.,1
/ㅋㅋㅋ뭐래 병신이 ㅋㅋㅋ,1
졔랑 떡친 애들은 얼마나 인생이ㅋㅋㅋ... 어휴 끼리끼리,1
니도 가해자구나??<br>대대손손 좆망할 찌어라~!!!!!<br>니 공기업.공무원. 대기업한 번 드가봐라<br>능력도 안되겠지만<br>만약 드가면 피해자들이 줄줄이<br>학폭올릴거다 ㅋㅋ 기다려라.<br>요즘은 경찰됐는데<br>학폭있는거 들켜서 좆망한 놈들도 있더만.<br>피해자들한테 미안해하며 살아라.,1
관상봐라  존나 섬뜩하게 생겼네,1
대전사는 가수원중학교  최장운 이악마같은 새끼도  <br>김환도 존나 팼지.  개쓰레기같은놈,1
개븅신동네 사는 새끼라 그럴일은 없을듯요ㅋ,1
지수라는 애는 인상이<br>밸로 안좋네<br>못되게 생긴,1
福島 후쿠시마로 오세요..<br>공기좋아요~^^<br>방사능공기 밈껏마셔서<br>너의 그 썩은脳🧠를 녹여버려라...<br>羽田 하네까진 마중나갈께💕,1
제발 대깨문아...,1
NG 없이 <br>GoGo  씽~~^^<br>지수는 간강역활이 쵝오最高👍,1
지수 이색이는 악질일진아님? 진짜 인성 쓰렉이 <br>촬영장에서도 인성쓰레기로 유명했다던데,1
진짜 존나 띠겁게 생겼넼ㅋㅋㅋㅋㅋ,1
웃는 꺼 ㅈㄴ 싸대기 마렵넼ㅋㅋㅋ<br>마동석형한테 저 놈 싸대기 몇대만 양손으로 세게 후려달라 해주고 싶닼ㅋㅋㅋ,1
엄지 짧게 생긴.. 공고 출신 같은 눈빛에서 모든걸 풍기네. 역시 관상은 과학,1
쟤는 진자 생긴거부터 나쁘게 생기지 않음? ㅋㅋ 누가 밀어주는거냐 주인공감이아니던데,1
좆망은 처음이라서,1
개  썅 야아치 sk 저런 와꾸로 주연까지 어떻게 올라갔지 ᆢ,1
정신병 있음?,1
저새끼가 쓰레긴건맞는데 본인은 존나 깨끗한거같음? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
진짜 학폭 년놈들은<br>다 뒤져야됨,1
유영현..ㅋㅋ 생긴건 찐따같아서 맞고다녔을거 같은데..ㅋㅋ,1
양아치같이생겼네들,1
저런 ㅆ새끼들은 감옥이 아니라 고통스럽게 고문해야 한다,1
"이건 다 이나라 공무원과  정치하는 놈들 때문이다. 시대가 언젠데 70,80년대 애들 법을 이시대의 청소년법이라고 적용하고있나.. <br>나라 국민 편가르고 페미나 빨 줄 알았지.. 13세 이상 부터는 현행 성인에게 적용되는 법 적용 해야되..<br>청소년 때 저렇게 당해버리면 남은 인생 평생 가는거야.. 저런거나 법 개정해라.. 인민 감성 법 만들지 말고..",1
나쁜것친구를삼년동안괴롭혔다니정말잔인한것이치가떨린다이년아,1
효린조거못땠네니도국민들한테맞아봐야정신차리지댓글부대동원해젖런것은아예티비에못나오게해야돼,1
효린은 딱봐도 어릴적 놀았게 생겼잖아,1
쌍판데기 보면 답은 이미 나와있어.<br>ㅋ<br><br>쟤가 첨부터 쌍판데기가 영 개빡.<br>ㅋ<br>ㅋ<br>학폭은 심각.,1
연예인은 공인이다~본보기가 되어야한다~그런의미에서 효린도 본보기로 조져놔야한다~!,1
원래 소년원 가야될<br>애들이 잘논다<br>그래서 발탁될 확율이 높지<br>깨어나라!! 개돼지들아....,1
못되 처먹게 생겼구만.  효린 인지 뭔지. 연예인이 무슨 공인 이야.  공무원도 아니고.,1
그 고통은 끝까지 잊지못할듯.<br>사과해도 그 시절은 보상받지못한다<br>그걸 너네들이 알고있니? <br>지금 너가 누리는 부와 명예는<br>가당치도 않는다.<br>10년을 다져온 한 아티스트의 뭐?<br>웃기고 있네...10년이상을 고통속에<br>살아온 니 친구의 한을 풀어라...<br>이 인성부족 껍데기야,1
저번에는 거짓 미투로 ㅈㄹ이더니 이젠 학폭이냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
@first <br>ㅇㅇ 열등감이고 자시고<br>학폭가해자는 개 ㅈ되야하는게<br>당연한거지,1
근데 팩트는 맞는거 기억보다는 자기보다 잘되서 열등감때문에 약점 끄트머리 잡아서 나락보내려는게 대부분임 만약 가해자인데 앰창인생살면 아무도 폭로하지도 않음 그냥 열등감임,1
저 사촌누나가 현아랑 같은 중학교였는데 원걸활동땜에 오전수업밖에 안듣고 솔직히 원걸 맴버들이랑 같이 학교다녀서 아이들이랑 그렇게 친한건 아니었다고 하던데 설마 연예인이랑 친구하고싶었는데 친구 안해줘서 삔또가 상하셨나?? ㅋㅋㅋㅋ,1
ㅋㅋㅋ 머리통에 생각없는거 존나 티나네ㅋㄲㅋ 이정도 됐으면 좀 내리지 그러냐 잼민아ㅋㅋㅋ,1
한심하군 쥐베눈 나 혼좌 있돠~ㅇㅈㄹㅋㅋㅋ니가 학폭을 아냐ㅋㅋㅋ어차피<br>100번 말해도 못알아들을것같은 빡대가리한테 목 낭비하지말고 지가<br>몸으로 직접 당해봐야 정신을 차리지..ㅋㅋㅋ,1
꼭 이런 주제로 올려야 했었나 ㅋㅅㅋㄱㅋ 존나 한심하누 왜그르냐 왜 하나의 트라우마를 앞에 경고 하나 넣는다고 장난감에 처 넣는 걸 당연하다는 거로 인식해 학폭 피해자는 제목부터가 덜덜 떨릴텐데 생각을 하고 영상을 만드는 거냐고 존나 엿같네 은따 좀 당해봤는데 그것도 존나 끼기 힘들고 뭣같다 영상 내리고 사과 해,1
차라리 채티를 해 쪼물딱 거리는거 존나 역겹네,1
골때린다 ㅅㅂ,1
솔직히 틱톡가서 이런 말 해봤자 잼민년들 부들부들 대면서 욕 존나 쳐먹고 다구리까임 그나마 높은 연령층이 있는 액괴판에 말하는게 나음 왜 유튜브에서만 잡고 틱톡은 안잡냐ㅡㅡ 이러실거면 님이 틱톡에 말하세요~ 좆톡 깔아서 말하고 싶은 맘은 없서여,1
ㅋㅋㅋㅋㅋ 예전에 친구가 관상 ㅈ같다햇는데,1
김동희 얼마나 좋아했는데 배신이다 ㅈ같은 연예계 그냥 다 파해치길,1
걍 피해자 셐키들이 남 잘되는꼴못보니깐 인생망치고 돈뜯어먹을려고 ㅈㄹ한거일뿐임 학폭 사실인것도 있지만 40%이상은 허위라고봐야할듯.기사 보면 허위사실인정했다함 어떤 아이돌 학폭의혹.ㅋㅋㅋ비융진,1
ㄱㄹㄱㄹ 꺼지ㅜ세요 걍ㅋㅋㅋㅋ,1
일단 중립기어 박고 확실해지면 자살직전 까지 악플 존나게 가는거다. <br>학폭 가해자 쓰레기들은 뿌리를 죄다 뽑아야 한다 그래야 미래의<br>어린이들이 밝고 깨끗한 환경에서 학폭 없이 자랄 수 있다.,1
ㅈㄹ을 해라 ㅋㅋㅋㅋㅋ,1
쓰레기한테는 똑같이 쓰레기짓으로 무너트려주고 착한사람은 똑같이 착하게 보듬어 주는게 내 방식이다. 다크나이트 납셨노 이딴 병신같은 소릴 하는거 보니까 딱 니 수준이 눈에 훤히 보인다.,1
문재인 간첩 사실 숨기려는 수작질!!,1
장담하는데 1년뒤 개돼지들 반응 : 효린이 좋은 노래내면 기사마다 &quot;노래로는 효린까면 안됨&quot; 이런 댓글이 줄지어 베댓이 되며 각종 음원차트 올킬.,1
괴롭힐땐좋았겠지 저런것들은 그냥 디졌으면 좋겠네,1
효린 <br>그냥 반성하고 <br>앞으로  티비 나오지마<br>토할것 같다,1
쌍판도 보기 싫다.,1
효린은 인상부터가 똭! 덩치도 장난 아니고 유명했겠는데,1
효린 발뺌하다 더 극혐됨! 학교폭력 인정 공개 사과도 없고.. 당사자랑 합의??,1
ㄹㅇ &#39; 잘 나가는 게 배 아파 &#39; 폭로? 이딴 소리는 누구 대가리에서 나온건지 참.. 대가리에 총 맞은 것도 아니고 생각 좀 하고 만들지,1
효린 18 BOJI 년,1
쓰레기들 나오지마라,1
씨스타는가난한애들중에서도 콩가루집인양아치만모았다는.  🤣 잃을게없는애들이네. 박경은익히들어서알지. 😎,1
나도 때랬는디 일반인도 신고좀해주라 이 찔찔이들아,1
"!21&quot;!)긴급공지)) 전국에 국민이여~문재인에 속지말고~ 새해 복많이 받으세요~~!!<br>새해에는 하나로 뭉쳐서 국민의 고통~~ 잃어버린4년을 만든 문재인을 <br>반듯이 끌어내어 월성원전 폐쇠, 경주 부정선거,, 펀드사기 , 등등 이적범죄를 (반듯이 &quot;세월호 처럼&quot; 수사하여) 국민의고충을 해결하고 국태민안을 이룩 하여 형장으로 보냅시다~~!!삼일절은 전국민이 광화문 광장으로 가자~~!!<br> 역적당, 역적간첩정권이 우리법연구회를 통하여 모든 법을 최고의 악법으로 바꿔서  국민이 다뺏기고 다죽는다~~!!문재인대통령 선거때부터 모든선거는무용지물이다~~!!어짜피 문재인 대통령선거때부터 부재자투표함으로위장된 푸대자루로 젊은장정이 4명이 쩔쩔매고 인쇄소에서 직통으로 들고 들여와 개표한 완전 조작선거입니다~~!!<br><br>김명수 대법원장은  간첩정부에  협조하는 공산당의  하수인의 공통점은 거짓말이 너무 많아 본인자신도 헤깔려 하기때문에 반듯이 녹음은 필수입니다~~!!<br>김명수의 판결문이 이를 증명한다~~  지금까지의  김명수의 거짓말은  <br>모든판결에 적용되었고  주사파와 공산당 충성맹세자는 만고 역적죄요 ~~!!<br>김명수가 대한민국 자유민주주의를 무너뜨렸다!<br>김명수에 의하여 법은 사라졌다~~ 그냥 죽여라~~ 안죽이면 국민이 다~죽는다~~!!<br>대한민국의 애국자는 모두 유죄에 벌금이 상상을 초월해  파탄을넘어 자살이 속출하고<br> 살인적 판결은  대한민국에 간첩과 역적을 초재벌로 만들고 있고 김명수 또한 준재벌이 되었으며 애국인들의 피를 빨아데는  반역자 중의  한사람이다~~<br>애국인들의 피 로서  반듯이 심판하라~~!!처벌하라~~!!구속하라~~!!<br><br>4월 선거는 간첩정부를 몰락시키는 문재인 간첩정권을  몰락 심판해야 합니다~~!!<br>쉰소리 그만하고 북원추를 특검으로 모든걸 밝혀라~~ <br>간첩정부는 국민의 심판을 받아랏~~!! 북원추는 중대 반역 범죄 입니다<br><br>북한은 전쟁준비~~ 문재인은 무장해제~~!! 위장평화 타령~~!!<br> A4지(원고) 없으면 말못하는 정신장애자(치매환자) 라는 것을 뒤에있는 언론과눈치빠른 여당과 여권인사, 청와대 사람들이 쑤근대는 다아는 비밀이다,~~<br> 정신장애자(치매)의 소시오패스적 죄의식없는 범죄~~!!<br>남은것은 비참한 학살대상이된 &quot;학살재앙&quot; 살육전이다~~!! 누구라도 문재인을 죽여라~~ <br><br>북에는 찍소리도 못하면서 국민 약탈하는 독재로 가는 구시대의 유물로 가는 문재인~~!! <br>문재인정권은한번도 경험하지 못한 떼도둑들의 집단의체재입니다~~ <br>당장 끌어내어 처단해야 합니다~~!! 국민이여 대한민국의 반역자를 처단하라~~~!!<br>아직도 미친 이낙연은 반성을 모르는 내로남불식의 북원추를 문재인 개새끼처럼  박근혜를 탓하고 상대방탓만 하는 못된정치 책임안지는 간악한 청치하려고 국민을 우롱하는정치를 계속하는걸 보고 이들 반역자을 진보 라고 자칭하합닏는 국민은 그입을 죽창으로 찢어 버리고 싶다<br><br>원래코로나는 문재인 개새끼가 정치에 이용하고 국민학살에 쓰려고 어음의사들이 국경폐쇠를 주장하고 중공인들의 입국을 막아야 한다고 목이 터져라 외쳤건만  간첩 문재인은 한번도 경험못한 살육과 국가 파괴를 위해 중국공산당의 입국을 적극적으로개방한 책임이 있다<br> 문재인과 이낙연을 반역죄외 이적죄로 처단하여 만고의 표본을 삼아야 한다<br>((&quot;.2.&quot;)) 긴급공지)) &quot;검찰은 &#39;북한 원전 건설&#39;에 대해 철저히 수사하라&quot;~~!!<br> &quot;간첩문재인&quot; 북원전 특검실시하라~~!! &quot;간첩문재인&quot; 여적죄를 단죄하라~~!!<br>이쓰레기 정권이 박근혜탓이라니 ~~!!완전 개쓰레기 문재인을 몰살하라~~<br>완전 개쓰레기 문재인을 죽창으로 죽여라~~ <br>문재인 개새끼를 끌어나라~!! 문재인 개새끼를 처단하라~<br><br>이적행위의  소굴~ &quot;산업부&quot;와 &quot;문재인 간첩정부&quot;는 <br>국민도 고소하라~~!!  내가 김종인이다~~!! 문재인을 구속하라~ 문재인을 몰살하라~~<br>안보포기를 넘어 국고를 빼돌리는 이적행위 &quot;STOP&quot;~ 문재인 반역자는  자결하라~~!!<br>&quot;1&quot;)긴급공지))국민을 지키고헌법을 지키는 윤석열이 대통령이다~~ <br>애국판사~~ 화이팅~~!!신광렬ㆍ조의연ㆍ성창호판사, 2심에서도 무죄! <br>문재인 개새끼를 구속하라~!!문재인 개새끼를 끌어나라~!!문재인 개새끼를 처단하라~!!<br>경찰의 비리온상을 수사하라~~!!  썩은경찰이 너무 많습니다~~!!<br>경찰이 개혁대상~~!!  경찰을 개혁하라~~!!  황운하는 썩은 경찰의 표본이다~~!!<br><br>간첩과 죄파 범죄집단의 부정선거로 시작된 반역 범죄자~~!!, 문재인 살인마귀의 국고 바닥내기,  나눠먹기와 살인적 외채증가 ,대기업, 공기업을 약탈절취, 착취하여  부정축재로 엄청난 재벌이 된 (((문재인 살인마귀의<br> 정권)))이  나라를 망치고 파괴를 넘어 전국민 미래를 담보하는 복지재원을  약탈, 강탈하는 행위이는  살인행위며 학대살육  중대범죄 반역이다~~!!<br>이것은 오히려 여권이 기획한 사법파괴농단 이며  법치파괴 인것을  전국민이 아는데  여권만 모르고 저지르는 집단폭력,악행은 법치파괴, 국정파괴, 헌법유린, 국민도전 입니다!!~~<br><br>이런짓을 가능하게하는 간첩정권에 장악된  범죄방송 KBS,와 MBC의 왜곡보도와 가짜, 편파방송, 그리고  &quot;사악하고 악날한&quot; &quot;반역자, 범죄방송&quot; ((김어준의 뉴스공장))이 문재인 정권의 범죄를 숨기고, 문재인의 반역범죄 기사에 대한 조작,폄훼, 물타기와 음모론, 옹호 기사는 국민을 배신하는 반역 행위입니다. 언론의 자유를 유린하고 훼손, 파괴하는 범죄이며,<br> 중대한 반역범죄입니다~~!! 간첩들의 범죄행위들을 옹호하고 치하하는 &quot;살인마귀 문재인&quot;의 범죄를 숨기고 옹호, 물타기로 국민의 알권리를 막고, 저지, 은폐하는 사악하고 악날한 반역자, 범죄방송 김어준의 뉴스공장이 건전하고 개방적인 나라발전을 저지하고 위협하는 사악하고 악날한, 반민주방송~, 반사회방송~, 폐륜방송~, 반역방송~,  범죄방송~~!!, 김어준의 뉴스공장을  당장~!! 페쇄하라~~!!, 김어준을 구속하라~~!!, 처단하라~~!!<br><br>0)부산대학은 비리의 온상이요 부정부패한 대학으로 반듯이 국민의이름으로 폐쇄 시켜야 합니다 명색이 의전원이 부정입학이 명백한데 다른 학생의 입학 권리를 침해한 부정입학생을 물고 늘어지며 다른 부정혜택을 바라며 부정에 앞장서는 부산대 의전원의 썩은 부정의사양산에 분노를 느낌니다   즉각조사하라 살인마귀 썩은달 문재인개새끼야~~!! 이게 평등, 공정, 정의냐~~??개새끼야~~<br><br>1)추미애,&quot;내가 사퇴하면 윤석열도 사퇴할 줄 알았다~~??  이 미친 개잡년 보소~~<br> 이런 미친년을 가져다가  나라의법치유린을 하는 문재인 개 씹새끼를  반듯이 함께 개잡년을 몰살하라~~ 몰살하라~~ 몰살하라~~ 몰살하라~~ <br><br>2)사악한 폭력집단 대깨문의 강원래에 무차별적 집단공격을 양념이라고~!?  힘의원천이라고~!?  사회악  폭력을  보고 즐기는 &quot;싸이코패쓰&quot;,   &quot;살인마귀,&quot;  문재인은 우리사회를 병들게하는 반역적 오염물질이다<br>~~전국민을 고문하는 &quot;고문기술자&quot;,  &quot;악의 축&quot;, &quot;폭력집단의 두목&quot; 문재인을   반듯이 끌어내고 처단하는 것이 답이다~~~!!!<br><br>.&quot;..~====((살인마 집단폭력단 대깨문은 강원래의 목을 비틀어서 <br>사과를 받으라고~~? <br>문재인 개새끼가 시켰냐~~?? 양념 많이 처먹으니  좋으냐??문 개새끼야??))====<br><br>((긴급공지))국민을 지키고헌법을 지키는 윤석열이 대통령이다~~ <br>4)국민의 크린전기  월성원전 불법동원 폐쇄하고 중공의 오염물질 태양광이 웬말이냐~~<br>국민의 크린전기  월성원전 불법동원 폐쇄는 국민전기 복지의  파괴요 난도질이다~~  <br>문재인은 살인마귀 간첩이다~~ 끌어내라~~처단하라~~죽여라~~<br><br>5)유시민의 사과는 강도가  절도로 자수하여 강도를 감추려는 고도의 계산이 숨어있다~~<br>왜냐하면 국고를 털고 기업을 털어 범여권이 재벌이 되었고 부스러기를 얻어먹는 대깨문의  너무많은 악의 범죄를 감춰야 하는 범여권은 이런식의 가짜 사법농단 누명을 쒸워 (&quot;정의의 판사&quot;)를  집단폭력과 집단공격으로 또다시, 또한번 국민을 속여야 하기 때문입니다~<br>이모두 여권이 고용한 대깨문의 집단폭력, 집단공격은 범여권이  함께하는 민주를 퇴행하는 중대범죄 이며,   &quot;정의판사&quot; 를 강원래처럼&quot;  굴복 시키려는  사법파괴,국정 파괴입니다~<br><br>좌파범죄집단의 집권은 국민을 피폐 시킨다<br>1)) 속지말자 조작선동 속지말자  반역정권 <br>2)) 부릅뜨고 감시하자 범죄집단 부정선거<br><br>PS : 이 진실의 글은 저들을 질식 시킴니다   이 진실의 글을  널리 알려주시고 복사하여  여기저기 퍼날라   전국민에 퍼날라 주시고 알려 주세요. <br>당신이 바로 애국인 입니다~~!!",1
관상은 과학 서수진 쌍판 봐라,1
